STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVGF,TAVG_ATTRIBUTES,TMAXF,TMAX_ATTRIBUTES,TMINF,TMIN_ATTRIBUTES,,,TAVG,TMAX,TMIN
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/3/31,64,"H,,S",76,",,S",,,,,18,24,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/1,64,"H,,S",76,",,S",,,,,18,24,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/2,63,"H,,S",77,",,S",,,,,17,25,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/3,68,"H,,S",81,",,S",53,",,S",,,20,27,12
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/4,62,"H,,S",81,",,S",,,,,17,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/5,54,"H,,S",71,",,S",,,,,12,22,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/6,52,"H,,S",63,",,S",,,,,11,17,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/7,59,"H,,S",73,",,S",,,,,15,23,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/8,58,"H,,S",73,",,S",,,,,14,23,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/9,64,"H,,S",77,",,S",,,,,18,25,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/10,67,"H,,S",79,",,S",,,,,19,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/11,65,"H,,S",79,",,S",,,,,18,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/12,67,"H,,S",80,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/13,68,"H,,S",80,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/14,67,"H,,S",80,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/15,66,"H,,S",80,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/16,66,"H,,S",82,",,S",,,,,19,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/17,55,"H,,S",82,",,S",,,,,13,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/18,63,"H,,S",75,",,S",,,,,17,24,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/19,64,"H,,S",77,",,S",,,,,18,25,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/20,66,"H,,S",78,",,S",54,",,S",,,19,26,12
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/21,68,"H,,S",83,",,S",,,,,20,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/22,71,"H,,S",85,",,S",56,",,S",,,22,29,13
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/23,74,"H,,S",85,",,S",62,",,S",,,23,29,17
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/24,70,"H,,S",87,",,S",,,,,21,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/25,71,"H,,S",87,",,S",56,",,S",,,22,31,13
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/26,67,"H,,S",87,",,S",,,,,19,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/27,64,"H,,S",83,",,S",,,,,18,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/28,57,"H,,S",79,",,S",,,,,14,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/29,62,"H,,S",74,",,S",,,,,17,23,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/4/30,67,"H,,S",81,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/1,63,"H,,S",81,",,S",,,,,17,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/2,67,"H,,S",80,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/3,68,"H,,S",81,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/4,66,"H,,S",81,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/5,67,"H,,S",81,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/6,67,"H,,S",81,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/7,64,"H,,S",78,",,S",,,,,18,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/8,67,"H,,S",81,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/9,70,"H,,S",,,,,,,21,,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/10,68,"H,,S",82,",,S",,,,,20,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/11,69,"H,,S",82,",,S",,,,,21,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/12,67,"H,,S",82,",,S",,,,,19,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/13,68,"H,,S",81,",,S",59,",,S",,,20,27,15
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/14,69,"H,,S",79,",,S",,,,,21,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/15,69,"H,,S",80,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/16,73,"H,,S",87,",,S",62,",,S",,,23,31,17
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/17,74,"H,,S",87,",,S",62,",,S",,,23,31,17
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/18,75,"H,,S",87,",,S",,,,,24,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/19,74,"H,,S",87,",,S",,,,,23,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/20,75,"H,,S",,,,,,,24,,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/21,75,"H,,S",87,",,S",,,,,24,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/22,76,"H,,S",88,",,S",,,,,24,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/23,72,"H,,S",89,",,S",,,,,22,32,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/24,59,"H,,S",89,",,S",,,,,15,32,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/25,68,"H,,S",78,",,S",,,,,20,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/26,67,"H,,S",79,",,S",,,,,19,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/27,63,"H,,S",79,",,S",55,",,S",,,17,26,13
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/28,71,"H,,S",83,",,S",55,",,S",,,22,28,13
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/29,74,"H,,S",86,",,S",,,,,23,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/30,70,"H,,S",86,",,S",,,,,21,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/5/31,74,"H,,S",87,",,S",,,,,23,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/1,73,"H,,S",87,",,S",,,,,23,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/2,74,"H,,S",87,",,S",,,,,23,31,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/3,65,"H,,S",85,",,S",,,,,18,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/4,65,"H,,S",83,",,S",,,,,18,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/5,69,"H,,S",79,",,S",57,",,S",,,21,26,14
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/6,69,"H,,S",,,,,,,21,,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/7,64,"H,,S",79,",,S",,,,,18,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/8,62,"H,,S",76,",,S",,,,,17,24,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/9,65,"H,,S",74,",,S",,,,,18,23,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/10,60,"H,,S",74,",,S",,,,,16,23,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/11,63,"H,,S",71,",,S",,,,,17,22,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/12,69,"H,,S",79,",,S",,,,,21,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/13,70,"H,,S",81,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/14,71,"H,,S",81,",,S",,,,,22,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/15,72,"H,,S",83,",,S",,,,,22,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/16,73,"H,,S",85,",,S",,,,,23,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/17,73,"H,,S",85,",,S",,,,,23,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/18,73,"H,,S",84,",,S",,,,,23,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/19,72,"H,,S",84,",,S",,,,,22,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/20,72,"H,,S",86,",,S",,,,,22,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/21,70,"H,,S",86,",,S",,,,,21,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/22,67,"H,,S",81,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/23,66,"H,,S",78,",,S",63,",,S",,,19,26,17
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/24,70,"H,,S",79,",,S",63,",,S",,,21,26,17
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/25,70,"H,,S",79,",,S",,,,,21,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/26,71,"H,,S",80,",,S",,,,,22,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/27,72,"H,,S",83,",,S",,,,,22,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/28,65,"H,,S",83,",,S",,,,,18,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/29,67,"H,,S",77,",,S",,,,,19,25,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/6/30,68,"H,,S",78,",,S",,,,,20,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/1,66,"H,,S",78,",,S",,,,,19,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/2,67,"H,,S",78,",,S",,,,,19,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/3,69,"H,,S",80,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/4,72,"H,,S",82,",,S",,,,,22,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/5,69,"H,,S",82,",,S",,,,,21,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/6,65,"H,,S",79,",,S",,,,,18,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/7,70,"H,,S",80,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/8,68,"H,,S",80,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/9,67,"H,,S",80,",,S",,,,,19,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/10,69,"H,,S",79,",,S",,,,,21,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/11,69,"H,,S",79,",,S",,,,,21,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/12,72,"H,,S",83,",,S",,,,,22,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/13,70,"H,,S",83,",,S",,,,,21,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/14,71,"H,,S",82,",,S",,,,,22,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/15,70,"H,,S",82,",,S",64,",,S",,,21,28,18
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/16,69,"H,,S",80,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/17,67,"H,,S",78,",,S",,,,,19,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/18,68,"H,,S",81,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/19,64,"H,,S",81,",,S",,,,,18,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/20,67,"H,,S",77,",,S",,,,,19,25,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/21,70,"H,,S",81,",,S",62,",,S",,,21,27,17
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/22,68,"H,,S",81,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/23,68,"H,,S",77,",,S",,,,,20,25,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/24,65,"H,,S",76,",,S",,,,,18,24,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/25,64,"H,,S",73,",,S",,,,,18,23,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/26,69,"H,,S",78,",,S",,,,,21,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/27,68,"H,,S",80,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/28,68,"H,,S",80,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/29,69,"H,,S",80,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/30,67,"H,,S",82,",,S",,,,,19,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/7/31,66,"H,,S",82,",,S",,,,,19,28,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/1,68,"H,,S",81,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/2,72,"H,,S",84,",,S",,,,,22,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/3,71,"H,,S",84,",,S",,,,,22,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/4,73,"H,,S",86,",,S",,,,,23,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/5,71,"H,,S",86,",,S",,,,,22,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/6,71,"H,,S",84,",,S",,,,,22,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/7,73,"H,,S",86,",,S",,,,,23,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/8,73,"H,,S",86,",,S",,,,,23,30,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/9,69,"H,,S",84,",,S",,,,,21,29,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/10,68,"H,,S",81,",,S",,,,,20,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/11,70,"H,,S",80,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/12,69,"H,,S",80,",,S",,,,,21,27,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/13,68,"H,,S",79,",,S",,,,,20,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/14,62,"H,,S",79,",,S",,,,,17,26,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/15,65,"H,,S",74,",,S",,,,,18,23,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2021/8/16,67,"H,,S",74,",,S",,,,,19,23,
